Season,S. No.,Home \ Away,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Position,Played,Won,Draw,Lost,Points,WinRate,LossRate,Performance,team_name_clean,team_name_alias_applied,team_name_original
1985-86,1,Athletic Bilbao,,1–1,2–1,2–1,2–0,3–1,1–0,1–0,1–1,2–0,3–0,1–2,2–0,3–1,2–0,2–2,3–3,1–1,,,,,3,34,17,9,8,60,0.5,0.2352941176470588,0.5882352941176471,Athletic Bilbao,False,Athletic Bilbao
1985-86,2,Atlético Madrid,3–1,,2–1,2–1,2–1,3–1,2–0,1–0,1–0,1–0,2–0,0–1,3–1,3–0,1–1,5–0,1–4,0–2,,,,,5,34,17,8,9,59,0.5,0.2647058823529412,0.5784313725490197,Atlético Madrid,False,Atlético Madrid
1985-86,3,FC Barcelona,3–1,2–1,,1–2,1–0,1–1,0–0,3–1,3–1,2–2,2–0,2–0,2–3,0–0,2–0,3–0,4–0,2–0,,,,,2,34,18,9,7,63,0.5294117647058824,0.2058823529411764,0.6176470588235294,FC Barcelona,False,FC Barcelona
1985-86,4,Betis,2–0,2–2,1–1,,4–1,3–2,1–0,1–0,1–1,1–0,1–1,2–2,1–3,1–0,1–1,0–0,1–1,0–1,,,,,15,34,9,8,17,35,0.2647058823529412,0.5,0.3431372549019608,Real Betis,True,Betis
1985-86,5,Cádiz CF,1–1,2–0,1–3,0–0,,1–0,0–0,2–0,1–0,2–0,2–1,1–3,3–0,0–4,0–0,2–3,1–0,1–3,,,,,18,34,5,4,25,19,0.1470588235294117,0.7352941176470589,0.1862745098039215,Cádiz,True,Cádiz CF
1985-86,6,Celta de Vigo,0–1,0–1,0–2,0–1,1–2,,2–1,1–2,4–0,2–0,1–2,1–5,1–3,1–2,1–1,1–0,3–2,1–2,,,,,11,34,11,9,14,42,0.3235294117647059,0.4117647058823529,0.4117647058823529,Celta de Vigo,False,Celta de Vigo
1985-86,7,RCD Español,1–0,1–2,5–3,2–0,5–0,1–0,,4–1,2–0,0–1,2–0,1–2,2–2,4–2,0–0,2–1,2–1,1–2,,,,,17,34,8,6,20,30,0.2352941176470588,0.5882352941176471,0.2941176470588235,RCD Espanyol,True,RCD Español
1985-86,8,Hércules CF,0–1,2–2,1–2,2–3,1–1,5–2,1–1,,2–0,1–1,1–0,0–3,2–0,2–1,0–1,3–2,1–0,2–2,,,,,13,34,9,9,16,36,0.2647058823529412,0.4705882352941176,0.3529411764705882,Hércules,True,Hércules CF
1985-86,9,UD Las Palmas,2–2,1–3,3–0,1–0,2–2,1–1,3–1,2–1,,0–0,1–0,4–3,1–2,2–5,1–3,2–0,1–0,2–2,,,,,14,34,9,9,16,36,0.2647058823529412,0.4705882352941176,0.3529411764705882,Las Palmas,True,UD Las Palmas
1985-86,10,Osasuna,0–1,1–1,0–1,1–0,0–0,2–1,2–0,1–0,0–1,,1–1,0–1,1–2,0–0,1–2,2–0,2–1,2–1,,,,,12,34,10,11,13,41,0.2941176470588235,0.3823529411764705,0.4019607843137255,Osasuna,False,Osasuna
1985-86,11,Racing de Santander,0–0,2–0,0–0,1–1,3–0,3–0,2–2,4–1,0–0,1–0,,1–1,2–0,1–0,0–1,2–2,1–1,2–3,,,,,8,34,11,13,10,46,0.3235294117647059,0.2941176470588235,0.4509803921568627,Racing Santander,True,Racing de Santander
1985-86,12,Real Madrid,2–0,2–1,3–1,4–1,3–1,4–0,4–1,4–0,5–1,2–0,1–0,,1–0,2–1,2–1,5–0,2–1,1–0,,,,,1,34,26,4,4,82,0.7647058823529411,0.1176470588235294,0.803921568627451,Real Madrid,False,Real Madrid
1985-86,13,Real Sociedad,1–0,2–3,1–5,2–2,4–0,1–1,1–0,6–0,6–0,1–0,1–1,5–3,,1–0,2–1,6–0,2–1,2–0,,,,,7,34,17,5,12,56,0.5,0.3529411764705882,0.5490196078431373,Real Sociedad,False,Real Sociedad
1985-86,14,Sevilla FC,0–0,2–1,0–0,1–0,3–0,2–1,1–1,0–0,4–0,1–0,0–1,2–2,3–1,,0–0,0–2,1–0,0–0,,,,,9,34,12,10,12,46,0.3529411764705882,0.3529411764705882,0.4509803921568627,Sevilla FC,False,Sevilla FC
1985-86,15,Sporting de Gijón,1–0,1–1,1–1,0–0,2–2,2–0,1–1,3–1,1–0,1–2,2–0,0–2,0–0,2–1,,1–0,3–0,2–2,,,,,6,34,13,15,6,54,0.3823529411764705,0.1764705882352941,0.5294117647058824,Sporting de Gijón,False,Sporting de Gijón
1985-86,16,Valencia CF,1–2,1–1,1–2,0–2,1–0,3–1,0–0,3–1,1–1,1–1,0–1,0–3,3–1,0–1,1–1,,2–1,4–2,,,,,16,34,8,9,17,33,0.2352941176470588,0.5,0.3235294117647059,Valencia CF,False,Valencia CF
1985-86,17,Valladolid,0–1,2–1,2–2,4–2,3–0,4–0,1–0,3–1,4–2,1–0,1–0,3–2,4–1,2–0,0–1,3–3,,1–1,,,,,10,34,13,6,15,45,0.3823529411764705,0.4411764705882353,0.4411764705882353,Valladolid,False,Valladolid
1985-86,18,Zaragoza,0–1,0–0,1–3,1–1,3–0,6–0,1–0,1–0,4–0,1–1,1–0,1–1,3–1,1–1,0–0,2–1,1–0,,,,,,4,34,15,12,7,57,0.4411764705882353,0.2058823529411764,0.5588235294117647,Zaragoza,False,Zaragoza
1984-85,1,Athletic Bilbao,,2–2,1–0,1–1,0–0,2–1,4–1,4–1,1–0,5–0,1–0,0–0,1–1,0–0,2–0,3–2,1–1,0–3,,,,,3,34,13,15,6,54,0.3823529411764705,0.1764705882352941,0.5294117647058824,Athletic Bilbao,False,Athletic Bilbao
1984-85,2,Atlético Madrid,0–0,,1–2,2–0,1–0,2–2,1–0,3–0,2–1,3–0,2–1,0–1,2–1,1–1,0–0,2–3,2–0,0–1,,,,,2,34,16,11,7,59,0.4705882352941176,0.2058823529411764,0.5784313725490197,Atlético Madrid,False,Atlético Madrid
1984-85,3,FC Barcelona,0–0,2–2,,4–0,4–0,1–0,2–0,1–0,6–0,2–0,2–0,3–2,1–1,3–1,2–0,1–1,4–2,4–0,,,,,1,34,21,11,2,74,0.6176470588235294,0.0588235294117647,0.7254901960784313,FC Barcelona,False,FC Barcelona
1984-85,4,Betis,0–2,0–1,1–2,,2–0,3–1,1–0,0–1,0–2,3–1,1–2,4–1,0–0,1–2,1–2,1–3,1–1,2–0,,,,,17,34,6,14,14,32,0.1764705882352941,0.4117647058823529,0.3137254901960784,Real Betis,True,Betis
1984-85,5,Elche CF,1–0,1–0,0–0,2–1,,0–3,2–0,1–1,0–0,0–0,2–0,0–1,1–1,0–0,0–0,0–1,1–1,0–0,,,,,8,34,11,12,11,45,0.3235294117647059,0.3235294117647059,0.4411764705882353,Elche,True,Elche CF
1984-85,6,RCD Español,1–0,0–0,0–0,0–1,1–0,,2–2,0–0,1–0,1–0,5–0,2–0,1–3,1–0,2–2,3–2,2–2,3–2,,,,,15,34,9,12,13,39,0.2647058823529412,0.3823529411764705,0.3823529411764705,RCD Espanyol,True,RCD Español
1984-85,7,Hércules CF,0–0,1–3,1–0,2–2,1–0,0–0,,1–1,2–1,1–1,2–0,2–2,0–0,0–0,1–1,2–0,2–1,0–0,,,,,16,34,7,15,12,36,0.2058823529411764,0.3529411764705882,0.3529411764705882,Hércules,True,Hércules CF
1984-85,8,CD Málaga,0–1,1–0,1–2,1–1,0–0,1–1,1–1,,0–0,2–1,2–0,1–1,1–3,0–1,0–0,0–0,3–1,2–0,,,,,18,34,6,10,18,28,0.1764705882352941,0.5294117647058824,0.2745098039215686,Málaga,True,CD Málaga
1984-85,9,Murcia,0–0,0–1,1–1,0–1,2–1,1–0,0–2,4–0,,0–0,3–1,0–1,2–2,2–0,0–3,0–3,1–2,0–3,,,,,6,34,13,8,13,47,0.3823529411764705,0.3823529411764705,0.4607843137254901,Murcia,False,Murcia
1984-85,10,Osasuna,1–2,0–0,1–2,1–2,2–2,5–0,2–1,1–0,2–0,,0–0,1–0,1–0,4–0,0–0,2–0,3–0,0–1,,,,,11,34,10,12,12,42,0.2941176470588235,0.3529411764705882,0.4117647058823529,Osasuna,False,Osasuna
1984-85,11,Racing de Santander,1–0,1–2,0–0,1–1,2–0,1–3,2–0,2–0,2–2,5–0,,0–0,1–0,1–0,1–0,1–1,1–0,1–1,,,,,14,34,11,8,15,41,0.3235294117647059,0.4411764705882353,0.4019607843137255,Racing Santander,True,Racing de Santander
1984-85,12,Real Madrid,2–2,0–4,0–3,3–2,6–1,4–1,0–1,0–0,5–0,1–0,3–0,,1–1,1–2,0–0,1–0,2–0,1–2,,,,,5,34,13,10,11,49,0.3823529411764705,0.3235294117647059,0.4803921568627451,Real Madrid,False,Real Madrid
1984-85,13,Real Sociedad,1–2,0–4,0–0,0–1,2–0,2–0,4–0,0–1,4–0,0–2,0–0,0–3,,5–1,0–0,4–1,0–0,2–1,,,,,7,34,11,12,11,45,0.3235294117647059,0.3235294117647059,0.4411764705882353,Real Sociedad,False,Real Sociedad
1984-85,14,Sevilla FC,3–0,2–4,2–2,1–0,1–1,0–0,2–0,2–0,0–0,1–2,0–0,1–0,0–1,,0–1,0–0,0–2,2–1,,,,,12,34,10,11,13,41,0.2941176470588235,0.3823529411764705,0.4019607843137255,Sevilla FC,False,Sevilla FC
1984-85,15,Sporting de Gijón,1–1,2–1,2–2,1–1,2–0,1–0,4–0,2–0,1–0,1–0,0–0,1–1,1–0,2–0,,1–1,1–3,0–2,,,,,4,34,13,15,6,54,0.3823529411764705,0.1764705882352941,0.5294117647058824,Sporting de Gijón,False,Sporting de Gijón
1984-85,16,Valencia CF,1–1,0–0,2–5,0–1,0–0,5–1,3–0,1–1,1–1,0–0,0–0,1–0,2–0,0–0,0–2,,0–0,4–1,,,,,9,34,9,15,10,42,0.2647058823529412,0.2941176470588235,0.4117647058823529,Valencia CF,False,Valencia CF
1984-85,17,Valladolid,0–0,2–2,1–2,3–1,1–2,1–1,3–1,1–1,1–1,2–3,1–0,1–1,1–1,2–3,0–0,1–0,,1–1,,,,,13,34,7,16,11,37,0.2058823529411764,0.3235294117647059,0.3627450980392157,Valladolid,False,Valladolid
1984-85,18,Zaragoza,1–0,1–1,2–4,0–0,1–0,1–1,0–1,0–0,3–0,1–2,0–0,0–2,1–2,4–1,2–0,2–2,1–1,,,,,,10,34,11,11,12,44,0.3235294117647059,0.3529411764705882,0.4313725490196078,Zaragoza,False,Zaragoza
1983-84,1,Athletic Bilbao,,2–2,1–2,2–0,3–1,1–1,2–1,4–0,4–1,1–0,2–1,2–1,6–3,5–0,1–0,2–0,1–0,1–0,,,,,1,34,20,9,5,69,0.5882352941176471,0.1470588235294117,0.6764705882352942,Athletic Bilbao,False,Athletic Bilbao
1983-84,2,Atlético Madrid,1–0,,1–2,4–3,1–0,1–0,3–1,3–0,1–1,3–0,1–0,2–1,1–0,1–0,1–1,1–2,3–1,3–3,,,,,4,34,17,8,9,59,0.5,0.2647058823529412,0.5784313725490197,Atlético Madrid,False,Atlético Madrid
1983-84,3,FC Barcelona,4–0,2–1,,3–1,4–1,5–2,1–0,1–1,2–0,1–0,1–2,0–0,2–0,3–1,4–0,0–0,5–0,0–0,,,,,3,34,20,8,6,68,0.5882352941176471,0.1764705882352941,0.6666666666666666,FC Barcelona,False,FC Barcelona
1983-84,4,Betis,2–0,1–0,0–0,,2–1,4–1,2–0,2–0,1–0,1–0,4–1,0–0,1–0,1–0,3–0,3–2,3–1,3–1,,,,,16,34,6,10,18,28,0.1764705882352941,0.5294117647058824,0.2745098039215686,Real Betis,True,Betis
1983-84,5,Cádiz CF,0–1,3–1,1–1,0–0,,1–1,0–0,3–0,1–3,0–0,2–3,1–1,2–0,0–1,0–2,2–0,5–1,1–2,,,,,10,34,10,13,11,43,0.2941176470588235,0.3235294117647059,0.4215686274509804,Cádiz,True,Cádiz CF
1983-84,6,RCD Español,0–0,1–4,1–0,4–1,1–1,,1–1,3–1,1–1,2–0,1–2,2–2,3–0,1–0,2–0,1–2,2–0,0–0,,,,,9,34,11,11,12,44,0.3235294117647059,0.3529411764705882,0.4313725490196078,RCD Espanyol,True,RCD Español
1983-84,7,CD Málaga,0–0,5–1,0–1,1–1,1–1,2–1,,2–0,1–0,1–2,6–2,2–2,2–1,1–0,3–1,2–1,3–1,0–1,,,,,17,34,3,15,16,24,0.088235294117647,0.4705882352941176,0.2352941176470588,Málaga,True,CD Málaga
1983-84,8,RCD Mallorca,0–0,1–1,1–4,0–1,1–1,1–1,0–0,,1–1,3–0,0–2,2–1,1–1,2–2,1–2,1–2,1–1,1–1,,,,,11,34,10,12,12,42,0.2941176470588235,0.3529411764705882,0.4117647058823529,Mallorca,True,RCD Mallorca
1983-84,9,Murcia,0–1,0–0,0–0,1–0,3–1,2–0,2–1,4–1,,4–0,0–1,3–1,1–0,1–1,2–1,3–3,1–2,0–0,,,,,15,34,11,6,17,39,0.3235294117647059,0.5,0.3823529411764705,Murcia,False,Murcia
1983-84,10,Osasuna,1–1,1–2,4–2,1–0,2–0,0–0,0–0,4–0,1–0,,1–1,0–3,0–0,3–0,1–0,2–0,3–0,1–4,,,,,5,34,17,4,13,55,0.5,0.3823529411764705,0.5392156862745098,Osasuna,False,Osasuna
1983-84,11,Real Madrid,0–0,5–0,2–1,2–0,6–2,1–0,1–0,2–0,3–2,2–0,,0–0,3–0,2–2,2–1,0–1,2–1,1–0,,,,,2,34,22,5,7,71,0.6470588235294118,0.2058823529411764,0.696078431372549,Real Madrid,False,Real Madrid
1983-84,12,Real Sociedad,0–1,3–1,0–1,1–0,1–0,1–1,0–2,1–0,0–0,1–0,1–3,,4–0,1–0,3–0,1–0,2–1,2–1,,,,,6,34,14,9,11,51,0.4117647058823529,0.3235294117647059,0.5,Real Sociedad,False,Real Sociedad
1983-84,13,UD Salamanca,1–2,2–2,1–3,1–3,1–0,2–2,1–0,1–1,2–2,3–1,0–1,1–1,,1–0,0–1,1–0,2–2,1–1,,,,,18,34,5,10,19,25,0.1470588235294117,0.5588235294117647,0.2450980392156862,Salamanca,True,UD Salamanca
1983-84,14,Sevilla FC,4–1,0–1,3–1,2–1,2–1,2–1,0–0,0–0,1–0,3–0,4–1,0–3,3–2,,1–1,2–0,2–1,2–0,,,,,8,34,13,8,13,47,0.3823529411764705,0.3823529411764705,0.4607843137254901,Sevilla FC,False,Sevilla FC
1983-84,15,Sporting de Gijón,2–2,2–0,0–0,2–0,2–1,0–1,2–0,0–3,1–1,2–1,1–2,1–2,1–1,1–0,,1–1,5–1,1–1,,,,,13,34,11,8,15,41,0.3235294117647059,0.4411764705882353,0.4019607843137255,Sporting de Gijón,False,Sporting de Gijón
1983-84,16,Valencia CF,1–2,1–2,2–4,3–1,1–1,4–0,1–1,2–2,1–1,2–0,0–0,2–1,1–0,2–0,0–3,,3–2,1–3,,,,,12,34,12,8,14,44,0.3529411764705882,0.4117647058823529,0.4313725490196078,Valencia CF,False,Valencia CF
1983-84,17,Valladolid,0–0,1–2,2–1,1–0,2–0,0–0,2–2,2–0,2–1,0–1,0–2,4–1,3–1,3–3,2–0,2–1,,2–1,,,,,14,34,11,7,16,40,0.3235294117647059,0.4705882352941176,0.392156862745098,Valladolid,False,Valladolid
1983-84,18,Zaragoza,1–2,2–2,0–1,5–0,1–2,2–4,1–0,1–1,2–1,2–0,3–1,2–1,3–0,1–1,4–1,0–3,1–1,,,,,,7,34,12,11,11,47,0.3529411764705882,0.3235294117647059,0.4607843137254901,Zaragoza,False,Zaragoza
1982-83,1,Athletic Bilbao,,4–1,3–2,3–2,4–0,5–2,3–0,3–2,4–0,2–0,2–4,2–0,4–0,2–1,3–0,2–1,1–1,1–0,,,,,1,34,22,6,6,72,0.6470588235294118,0.1764705882352941,0.7058823529411765,Athletic Bilbao,False,Athletic Bilbao
1982-83,2,Atlético Madrid,0–0,,1–1,0–0,5–2,1–0,1–0,3–0,2–1,3–1,0–0,2–0,1–0,1–1,2–1,2–1,2–1,2–0,,,,,3,34,20,6,8,66,0.5882352941176471,0.2352941176470588,0.6470588235294118,Atlético Madrid,False,Atlético Madrid
1982-83,3,FC Barcelona,0–1,2–1,,1–1,2–2,1–0,7–2,2–1,3–0,0–2,2–1,1–0,3–0,1–0,1–1,1–0,3–0,1–1,,,,,4,34,17,10,7,61,0.5,0.2058823529411764,0.5980392156862745,FC Barcelona,False,FC Barcelona
1982-83,4,Betis,5–1,1–3,1–1,,0–1,1–0,3–1,1–1,4–2,2–1,1–1,1–1,1–1,1–2,1–0,2–0,1–1,2–2,,,,,17,34,9,6,19,33,0.2647058823529412,0.5588235294117647,0.3235294117647059,Real Betis,True,Betis
1982-83,5,Celta de Vigo,0–1,0–4,0–4,1–2,,2–2,3–0,2–2,2–1,1–0,0–2,0–1,2–0,1–0,0–0,2–1,1–0,0–2,,,,,9,34,13,6,15,45,0.3823529411764705,0.4411764705882353,0.4411764705882353,Celta de Vigo,False,Celta de Vigo
1982-83,6,RCD Español,3–2,1–2,0–3,0–2,1–0,,2–0,3–0,3–0,1–0,1–1,1–0,1–1,1–1,3–2,5–2,2–0,3–2,,,,,16,34,7,11,16,32,0.2058823529411764,0.4705882352941176,0.3137254901960784,RCD Espanyol,True,RCD Español
1982-83,7,UD Las Palmas,1–5,1–2,2–1,1–0,2–2,0–0,,1–2,2–1,2–1,0–3,2–0,4–1,1–1,1–1,1–1,2–2,1–0,,,,,10,34,10,10,14,40,0.2941176470588235,0.4117647058823529,0.392156862745098,Las Palmas,True,UD Las Palmas
1982-83,8,CD Málaga,0–0,0–2,1–4,1–0,1–0,2–1,3–1,,1–0,3–0,2–1,1–0,2–3,0–0,1–1,3–1,2–2,1–3,,,,,14,34,10,6,18,36,0.2941176470588235,0.5294117647058824,0.3529411764705882,Málaga,True,CD Málaga
1982-83,9,Osasuna,2–2,4–2,1–0,0–0,4–1,4–0,1–1,1–0,,4–2,2–1,0–1,1–0,0–1,2–0,2–1,1–1,1–2,,,,,18,34,9,5,20,32,0.2647058823529412,0.5882352941176471,0.3137254901960784,Osasuna,False,Osasuna
1982-83,10,Racing de Santander,0–2,4–0,0–4,2–2,2–0,1–2,2–1,0–0,3–0,,1–2,1–1,1–1,2–2,2–1,4–1,5–0,2–1,,,,,11,34,9,12,13,39,0.2647058823529412,0.3823529411764705,0.3823529411764705,Racing Santander,True,Racing de Santander
1982-83,11,Real Madrid,2–0,3–1,0–2,1–0,3–0,2–2,1–0,1–0,2–1,5–1,,4–0,1–0,1–0,1–0,5–1,2–0,1–0,,,,,2,34,20,9,5,69,0.5882352941176471,0.1470588235294117,0.6764705882352942,Real Madrid,False,Real Madrid
1982-83,12,Real Sociedad,1–1,1–0,1–0,2–0,1–0,0–2,1–1,2–0,2–0,2–0,0–0,,4–1,0–0,0–0,2–0,2–1,0–0,,,,,7,34,12,12,10,48,0.3529411764705882,0.2941176470588235,0.4705882352941176,Real Sociedad,False,Real Sociedad
1982-83,13,UD Salamanca,0–1,1–2,1–1,2–1,1–0,1–0,1–1,2–1,2–0,3–0,0–0,0–0,,2–3,0–2,1–0,1–0,2–0,,,,,13,34,10,8,16,38,0.2941176470588235,0.4705882352941176,0.3725490196078431,Salamanca,True,UD Salamanca
1982-83,14,Sevilla FC,2–1,1–1,0–0,2–0,1–0,2–1,2–0,2–2,1–0,2–0,2–2,2–1,0–0,,1–0,3–1,3–0,1–2,,,,,5,34,15,12,7,57,0.4411764705882353,0.2058823529411764,0.5588235294117647,Sevilla FC,False,Sevilla FC
1982-83,15,Sporting de Gijón,1–1,2–3,0–0,2–2,0–0,1–0,1–0,3–0,2–1,2–1,1–1,0–0,1–0,1–1,,1–1,0–0,2–1,,,,,8,34,9,15,10,42,0.2647058823529412,0.2941176470588235,0.4117647058823529,Sporting de Gijón,False,Sporting de Gijón
1982-83,16,Valencia CF,1–2,1–0,2–1,4–2,0–1,2–1,0–0,1–1,1–1,2–1,1–0,2–1,4–1,4–0,1–1,,1–1,1–2,,,,,15,34,9,7,18,34,0.2647058823529412,0.5294117647058824,0.3333333333333333,Valencia CF,False,Valencia CF
1982-83,17,Valladolid,0–2,1–3,1–3,2–0,3–1,1–0,1–0,0–0,1–1,2–0,2–2,1–1,3–0,1–4,1–0,1–0,,2–1,,,,,12,34,9,11,14,38,0.2647058823529412,0.4117647058823529,0.3725490196078431,Valladolid,False,Valladolid
1982-83,18,Zaragoza,2–1,2–1,2–2,2–0,4–0,3–1,0–0,2–1,4–0,7–2,0–1,1–1,3–2,1–0,0–1,3–2,4–1,,,,,,6,34,17,6,11,57,0.5,0.3235294117647059,0.5588235294117647,Zaragoza,False,Zaragoza
1981-82,1,Athletic Bilbao,,2–0,1–1,5–1,3–0,2–1,3–1,3–1,3–1,5–1,4–1,1–2,1–1,2–0,2–1,1–0,4–0,4–1,,,,,4,34,18,4,12,58,0.5294117647058824,0.3529411764705882,0.5686274509803921,Athletic Bilbao,False,Athletic Bilbao
1981-82,2,Atlético Madrid,2–0,,0–1,1–0,1–0,3–0,1–0,1–0,3–1,2–1,0–0,2–3,2–0,1–2,1–1,2–1,2–0,1–0,,,,,8,34,15,4,15,49,0.4411764705882353,0.4411764705882353,0.4803921568627451,Atlético Madrid,False,Atlético Madrid
1981-82,3,FC Barcelona,2–2,2–0,,2–2,4–0,4–3,1–3,5–0,4–0,2–0,5–1,3–1,2–0,2–0,1–0,5–1,3–1,2–1,,,,,2,34,19,7,8,64,0.5588235294117647,0.2352941176470588,0.6274509803921569,FC Barcelona,False,FC Barcelona
1981-82,4,Betis,2–1,3–1,2–0,,2–0,3–1,2–0,1–2,4–1,2–0,1–1,0–0,0–1,2–0,2–0,2–3,4–0,2–0,,,,,16,34,13,3,18,42,0.3823529411764705,0.5294117647058824,0.4117647058823529,Real Betis,True,Betis
1981-82,5,Cádiz CF,3–0,1–0,1–0,0–2,,5–1,0–0,3–2,0–2,1–0,1–0,1–0,2–1,2–0,3–1,0–0,0–0,1–0,,,,,18,34,3,6,25,15,0.088235294117647,0.7352941176470589,0.1470588235294117,Cádiz,True,Cádiz CF
1981-82,6,CD Castellón,1–2,3–0,1–6,0–0,0–1,,1–4,1–2,1–1,1–1,0–0,1–2,1–3,0–3,0–2,1–4,1–1,2–1,,,,,13,34,13,6,15,45,0.3823529411764705,0.4411764705882353,0.4411764705882353,Castellón,True,CD Castellón
1981-82,7,RCD Español,1–0,2–2,0–4,2–4,1–0,3–2,,0–1,2–1,0–1,1–1,1–0,2–1,2–0,5–1,3–2,3–1,0–1,,,,,17,34,11,5,18,38,0.3235294117647059,0.5294117647058824,0.3725490196078431,RCD Espanyol,True,RCD Español
1981-82,8,Hércules CF,3–1,0–1,2–2,3–1,2–1,2–2,2–0,,3–0,1–2,3–4,0–1,2–0,0–1,1–0,2–2,0–2,0–1,,,,,15,34,11,7,16,40,0.3235294117647059,0.4705882352941176,0.392156862745098,Hércules,True,Hércules CF
1981-82,9,UD Las Palmas,2–1,1–2,2–1,3–1,2–0,1–3,2–0,2–0,,0–0,1–1,1–0,0–0,3–1,1–1,3–0,1–1,2–4,,,,,10,34,14,6,14,48,0.4117647058823529,0.4117647058823529,0.4705882352941176,Las Palmas,True,UD Las Palmas
1981-82,10,Osasuna,0–2,0–1,3–2,0–1,6–1,4–1,3–0,3–1,1–3,,2–1,3–2,0–0,1–0,1–1,2–1,1–1,1–0,,,,,12,34,12,8,14,44,0.3529411764705882,0.4117647058823529,0.4313725490196078,Osasuna,False,Osasuna
1981-82,11,Racing de Santander,1–3,1–0,0–1,2–1,2–1,4–1,2–1,2–0,3–1,0–3,,3–2,2–3,3–0,1–0,1–1,3–0,0–1,,,,,6,34,15,6,13,51,0.4411764705882353,0.3823529411764705,0.5,Racing Santander,True,Racing de Santander
1981-82,12,Real Madrid,1–1,2–1,3–1,4–1,2–0,4–0,1–1,2–1,2–1,1–0,4–0,,1–1,2–1,1–1,3–0,3–1,3–0,,,,,3,34,18,8,8,62,0.5294117647058824,0.2352941176470588,0.6078431372549019,Real Madrid,False,Real Madrid
1981-82,13,Real Sociedad,2–1,1–0,1–1,1–0,3–0,3–1,2–1,2–1,2–0,1–0,1–1,3–1,,1–0,3–0,4–1,4–0,3–0,,,,,1,34,20,7,7,67,0.5882352941176471,0.2058823529411764,0.6568627450980392,Real Sociedad,False,Real Sociedad
1981-82,14,Sevilla FC,1–0,1–0,2–1,1–1,3–1,4–0,4–1,0–1,0–0,2–3,4–0,0–0,2–2,,0–0,2–0,4–2,5–0,,,,,7,34,15,5,14,50,0.4411764705882353,0.4117647058823529,0.4901960784313725,Sevilla FC,False,Sevilla FC
1981-82,15,Sporting de Gijón,1–3,3–2,0–0,1–0,2–1,1–0,4–1,1–1,4–0,2–0,2–0,0–1,2–3,0–2,,1–0,2–2,1–2,,,,,14,34,10,9,15,39,0.2941176470588235,0.4411764705882353,0.3823529411764705,Sporting de Gijón,False,Sporting de Gijón
1981-82,16,Valencia CF,4–0,1–0,3–0,2–1,1–0,1–0,1–1,2–0,3–2,4–1,3–0,2–1,1–2,3–2,1–0,,3–0,2–1,,,,,5,34,17,5,12,56,0.5,0.3529411764705882,0.5490196078431373,Valencia CF,False,Valencia CF
1981-82,17,Valladolid,1–0,2–1,2–3,3–0,2–0,2–0,2–4,1–0,1–0,2–0,0–0,0–0,2–1,2–1,2–1,1–1,,2–1,,,,,9,34,13,8,13,47,0.3823529411764705,0.3823529411764705,0.4607843137254901,Valladolid,False,Valladolid
1981-82,18,Zaragoza,1–0,2–2,2–2,3–3,2–1,3–2,2–2,2–2,1–0,1–1,1–0,2–2,3–2,1–4,1–1,2–0,2–1,,,,,,11,34,13,8,13,47,0.3823529411764705,0.3823529411764705,0.4607843137254901,Zaragoza,False,Zaragoza
1980-81,1,AD Almería,,1–1,2–1,2–5,0–2,2–0,0–3,0–1,0–0,1–1,1–2,3–2,3–2,0–0,1–1,1–0,1–1,3–1,,,,,18,34,6,7,21,25,0.1764705882352941,0.6176470588235294,0.2450980392156862,Almería,True,AD Almería
1980-81,2,Athletic Bilbao,5–1,,3–1,4–1,2–0,1–2,5–3,1–3,3–0,1–1,1–1,0–2,6–1,3–0,1–1,4–0,4–1,0–1,,,,,9,34,14,7,13,49,0.4117647058823529,0.3823529411764705,0.4803921568627451,Athletic Bilbao,False,Athletic Bilbao
1980-81,3,Atlético Madrid,2–1,2–1,,1–0,0–4,1–0,1–0,2–2,2–1,0–0,3–1,2–0,1–1,2–0,0–0,3–1,5–2,1–2,,,,,3,34,17,8,9,59,0.5,0.2647058823529412,0.5784313725490197,Atlético Madrid,False,Atlético Madrid
1980-81,4,FC Barcelona,6–0,0–1,4–2,,1–3,3–1,6–0,1–0,1–0,6–0,2–1,2–0,3–0,3–1,3–1,0–3,2–1,0–0,,,,,5,34,18,5,11,59,0.5294117647058824,0.3235294117647059,0.5784313725490197,FC Barcelona,False,FC Barcelona
1980-81,5,Betis,2–0,2–0,0–1,1–1,,1–2,2–0,4–1,1–0,1–1,1–1,1–0,5–0,2–0,2–0,1–1,2–2,2–0,,,,,10,34,14,6,14,48,0.4117647058823529,0.4117647058823529,0.4705882352941176,Real Betis,True,Betis
1980-81,6,RCD Español,1–0,1–0,2–0,1–0,1–2,,2–1,3–1,2–1,0–0,2–1,0–0,2–1,2–2,1–0,1–2,0–0,1–1,,,,,13,34,10,10,14,40,0.2941176470588235,0.4117647058823529,0.392156862745098,RCD Espanyol,True,RCD Español
1980-81,7,Hércules CF,1–0,1–2,1–2,0–1,0–1,2–0,,2–3,1–0,0–0,1–2,2–0,3–2,5–1,1–1,1–1,1–1,1–1,,,,,15,34,12,4,18,40,0.3529411764705882,0.5294117647058824,0.392156862745098,Hércules,True,Hércules CF
